#NAME	low10-1.cel	low10-2.cel	high10-1.cel	high10-2.cel	low48-1.cel	low48-2.cel	high48-1.cel	high48-2.cel
33885_at	8.17811054	7.967113122	8.088545224	7.737293591	7.377250089	6.941469776	7.47815603	6.606731145
33886_at	5.186536592	5.239829083	5.083627448	4.900521704	4.858758697	4.834637129	4.686698399	4.771096605
33887_at	10.30508728	10.26332355	10.26191609	10.29169665	10.74222488	10.60196314	10.39099697	10.49290161
33888_at	9.361338569	9.257711218	9.043108372	9.260790815	9.56162622	9.497396698	9.513509446	9.466809843
33889_s_at	10.02087418	9.958844991	9.855413954	9.843238139	10.25057897	10.25382399	10.16182549	10.05927212
33890_at	4.989411295	5.143014593	5.310757251	4.978245275	5.256964176	5.06288176	4.85865907	5.136882626
33891_at	9.432852554	9.044662832	9.365397017	9.233585454	8.769930694	8.425515321	8.918554726	8.413014765
33892_at	4.842495111	4.962253777	4.642514958	4.527619885	4.728081154	4.575455303	4.492836926	4.518239001
33893_r_at	4.895635806	4.961706366	4.883791304	4.592569906	4.876553255	4.764097831	4.833043311	4.835552552
33894_at	4.675863593	4.842844501	4.665806204	4.555514967	4.592721313	4.869368642	4.614340148	4.576219273
33895_at	8.26175615	8.097412064	8.311529322	7.954906665	8.007736078	7.757926087	7.590919732	7.384102555
33896_at	7.983388477	7.750035712	7.786303033	7.461309576	7.645747042	8.188163969	7.726639286	7.966507035
33897_at	5.62808965	5.813327447	5.766269814	5.773681156	5.777098487	5.672982219	5.490768609	5.915695051
33898_at	9.441446194	9.481844416	9.32833409	9.330530523	9.295288351	9.260193999	9.561423343	9.126914072
33899_at	8.386858355	8.276357679	8.477254841	8.245823097	6.724466599	6.769602425	7.60270719	7.106865856
339_at	4.627898184	4.800738958	5.080175412	4.638238267	4.912232886	4.650444312	4.95718924	4.570634537
33900_at	9.044939333	9.05785871	8.9298669	8.97879678	9.605148947	9.607178818	8.886684398	8.68591228
33901_at	8.918370918	9.019306947	10.30649712	10.22731071	8.475857422	8.433650271	10.09164093	9.597938063
33902_at	7.558308788	7.770780476	7.426372603	7.552754391	7.636818252	7.816526597	7.470194027	7.656871238
33903_at	9.856881865	9.880913557	9.56991479	9.661133381	10.04652307	10.10565592	9.480956397	9.46070293
33904_at	12.23175304	12.05838001	11.84619141	11.83609246	12.88004527	12.78056745	12.37018944	11.9881323
33905_at	8.375809123	8.245126157	8.043376362	8.01477335	8.325218711	8.168052839	7.861566759	8.017256345
33906_at	9.874722952	9.891141027	10.07213413	9.940317822	9.994220356	9.392446476	10.33189148	9.623512064
33907_at	7.778384801	7.744731875	7.816183477	7.554877569	7.300484321	7.248148535	7.297633073	7.321478268
33908_at	10.86606975	10.66570016	10.43426417	10.53563652	10.60301591	10.54262209	10.41106282	10.24778801
33909_at	10.07964574	10.15691828	10.2169658	10.45309927	10.85325541	10.21374281	10.70596704	10.57337279
33910_at	4.564632513	4.658766821	4.603342645	4.62209126	4.729284915	4.831862385	4.697857642	4.701790313
33911_at	4.739027029	4.829317531	4.674635479	4.765364326	5.13777055	5.090284262	4.986793144	5.159257892
33912_at	7.266698838	7.209721463	7.210036126	7.166407027	6.845256846	7.023334759	6.989162076	6.926877633
33913_at	10.24272874	10.05129107	10.07382063	10.18954453	10.53420612	10.69998257	10.73503563	10.79150658
33914_r_at	4.793233678	4.736810755	4.823790546	4.49987658	4.83217848	4.627680002	4.79238672	4.8102416
33915_at	9.87754195	9.791418937	9.862146811	9.78643114	10.10498076	9.980509379	10.37461515	9.925187782
33916_at	9.389525756	9.399399283	9.067272738	9.055670293	9.199564771	8.911617813	9.086904728	8.675400395
33917_at	7.052465352	6.904642904	6.898506029	6.758398909	6.646831225	6.561746119	6.795373437	6.654044169
33918_s_at	8.154515755	8.408608636	8.871444274	8.88651388	8.331415662	8.598487609	9.314705696	8.829579165
33919_at	6.06505652	6.14100994	6.027831972	6.029653237	6.032704251	5.908270377	5.997430263	6.096301548
33920_at	9.613909869	9.404410433	9.97754824	9.987275842	9.779617936	9.75442293	10.23942749	10.0372007
33921_at	9.594104021	9.55221798	10.01108049	9.879934645	9.600203264	9.670483167	10.17747048	10.13010523
33922_at	7.655474765	7.828553729	7.591755428	7.735812953	7.993138616	7.982694878	7.753407842	7.934869666
33923_s_at	4.839404102	4.731330463	4.57929507	5.136040486	4.62453639	4.790029171	4.770872573	4.626290651
33924_at	6.842163289	6.743099853	6.516193427	6.823930882	6.72045206	6.545889709	6.468339319	6.21927234
33925_at	7.562988022	7.523032975	7.997417798	7.807557724	7.632935683	7.620894261	8.639589942	8.076865774
33926_at	5.234972997	5.288057673	5.242928868	5.100455058	5.260718749	5.05589532	5.078682919	5.105315988
33927_i_at	4.67197051	4.765373707	4.68827671	4.58919296	4.872577082	5.137829019	5.047351735	5.958911595
33928_r_at	4.539893347	4.572865489	4.540165088	4.379862837	4.56479053	4.633927639	4.602316304	4.607519483
33929_at	9.192533315	9.087398774	9.339182919	9.356388107	9.183917203	9.083699496	9.379187742	9.249987319
33930_at	4.993288011	5.015685783	4.965508386	4.800128077	4.862176883	4.830689132	5.149662295	4.900737659
33931_at	11.18072042	11.02557059	11.08766634	11.12510699	10.94759367	10.55664794	11.53242101	10.85907394
33932_at	8.25177075	8.054160609	8.357675612	8.234910942	7.764412161	7.631321194	8.303357199	7.863229825
33933_at	7.480619225	7.572692289	7.475508671	7.461289676	7.545096593	7.871029779	7.376832675	7.924154012
33934_at	5.066225511	4.855785836	4.941865455	4.561257772	4.779120829	4.973887362	4.744508356	4.826904496
33935_at	7.812980512	7.960694881	7.812277009	7.962213678	7.846978735	7.740714547	7.860915043	7.501955301
33936_at	6.295062959	6.102850185	5.947116684	5.264226069	5.521950387	5.143360242	5.332400639	5.023059163
33937_at	6.313572949	6.287948901	6.249679378	6.244737754	6.54859806	6.557981512	6.289127226	6.431253511
33938_g_at	4.837205051	4.744582906	5.41542034	4.890782129	5.054698903	4.830856411	5.101732861	4.916936712
33939_at	5.645109979	5.691373427	5.590303874	5.979211164	5.979757871	6.332972476	5.798206823	6.083884499
33940_at	4.81234311	4.70099664	4.729332723	4.869516326	4.687481606	4.691670111	4.652516103	4.993885855
33941_at	8.371035888	8.404291338	8.393818645	8.441384357	8.724408336	8.523079907	8.478006257	8.597279272
33942_s_at	8.633809324	8.449722136	8.184013821	8.155974933	8.278573323	7.965663796	8.191321382	7.670447735
33943_at	12.07701338	12.02665443	11.82503008	11.78233079	12.32201851	12.07687631	11.95368646	11.30556739
33944_at	10.38624368	10.14867012	9.873290611	9.979511147	9.750600599	9.535312394	9.501524545	9.181623322
33945_at	5.472968553	5.529670443	5.3049265	5.460685221	5.486322809	5.738485087	5.611964314	5.739453392
33946_at	5.614061335	5.564331835	5.488245957	5.490284407	5.596934929	5.851909437	5.307488347	5.598133704
33947_at	8.211899806	8.333367365	8.0912659	8.10809215	8.482461492	8.528658029	8.212151451	8.571668767
33948_at	7.447419297	7.542646579	7.317727164	7.558698353	7.775811137	8.066373431	7.35928351	7.96913719
33949_at	6.555573914	6.770975929	6.401970232	6.260116299	6.7310543	7.360906126	6.739714293	6.887820048
33950_g_at	10.13335448	10.2261483	10.21336623	10.27136896	10.4528769	10.62204945	10.19059282	10.41410375
33951_at	5.969934895	6.001841606	6.033708118	5.90142211	5.998547272	6.084203204	5.821535352	5.991773563
33952_at	8.412432327	8.441202302	8.330099317	8.427942643	8.512908425	8.570309659	8.395461697	8.517960208
33953_at	6.404816717	6.699703854	6.368802245	6.810827262	7.062768269	7.038684994	6.767950177	7.358395221
33954_at	5.664545709	5.729265368	5.611138248	5.543924976	5.775978298	5.739049774	5.581539594	5.684322644
33955_at	4.949185797	4.984249881	4.81573853	4.855422183	4.987036814	5.390732791	4.922852219	5.242220559
33956_at	5.173681352	5.049154555	4.928178603	4.877789881	5.100718171	5.323714782	4.871633487	5.038550897
33957_at	4.501190794	4.567005604	4.514180052	4.403523354	4.616922351	4.675223335	4.483260327	4.520091418
33958_at	5.130317212	5.232201986	5.092021524	4.991881444	4.962416614	5.015219569	5.301071269	4.964702626
33959_at	5.473536403	5.395864766	5.42956364	5.268173714	5.46430265	5.641958699	5.569646319	5.342714871
33960_s_at	9.343374155	9.544370076	9.463179934	9.515785146	9.807895884	9.879273971	9.755805244	9.831680102
33961_at	6.920386901	7.332035723	7.087170012	7.216582098	7.355141863	7.64515134	7.022548285	7.306237123
33962_at	5.810279828	5.674171185	5.67344127	5.800495847	5.803409188	6.27817389	5.750577767	6.09372959
33963_at	8.779573057	8.977001833	8.752941699	8.990772022	8.845224973	9.16187729	8.689114327	9.208740248
33964_at	6.99696455	7.188047365	6.894437855	7.330222731	7.410614133	7.601840235	7.14227136	7.289708922
33965_at	6.311278725	6.199286796	6.169154339	6.040408543	6.326391497	6.15140312	5.920846616	5.913042297
33966_at	4.69848193	4.573869294	4.602342774	4.681812558	4.518740768	4.693028915	4.628186043	4.653234594
33967_at	8.991291551	9.178663779	9.027870646	8.954290823	9.260006221	9.710532494	9.038714722	9.389101526
33968_at	4.782060505	4.696469943	4.714440862	4.71203419	4.715277016	4.894246249	4.601732535	4.660705002
33969_at	6.327288647	6.396383158	6.387560247	6.350527019	6.731510098	6.875666329	6.654127121	6.89495803
33970_at	4.919364107	4.712691104	5.070953578	4.844219249	5.047052242	5.142826872	4.748221227	5.136061668
33971_f_at	5.456898924	5.587564443	5.356956832	5.17337921	5.255539997	5.563161711	5.361208716	5.552649054
33972_r_at	4.619098923	4.503210228	4.608820277	4.487888233	4.845049716	4.832301215	4.876148469	4.599658254
33973_at	5.093512746	5.326217406	5.020612571	5.239933628	5.110151937	5.451125395	5.060170806	5.169049658
33974_at	7.376936957	7.488199881	7.319334376	7.428079453	7.339845195	7.707252834	7.261308916	7.61207756
33975_at	5.106067217	5.054660236	4.883194545	4.96967271	5.012083386	5.276969985	4.887161688	5.141831706
33976_at	4.895529297	5.028264845	4.993416068	5.148578987	5.010889606	5.028172837	5.385089228	5.228928958
33977_at	7.487233938	7.529426234	7.627991319	7.587309408	7.758816437	8.035998554	7.546428585	7.799142775
33978_at	6.206572512	6.0313301	5.864550379	5.962172289	6.005833586	6.541770213	5.715345178	6.205197504
33979_at	5.996791022	5.891241606	5.875850794	6.686353272	5.992921488	6.954664774	6.242584081	7.100428134
33980_at	6.687369888	6.801995537	6.605586887	6.824540568	6.618720979	6.724505422	6.321927561	6.622318617
33981_at	5.76549502	5.533955488	5.436153777	6.001031306	5.92728454	6.064477961	5.965073567	6.171912682
33982_f_at	6.398584636	6.160666623	6.342573585	6.501009868	5.813448197	5.702930646	5.960645353	6.060784179
33983_at	6.509046708	6.587125489	6.34487074	6.451491784	6.855795448	7.031803274	6.704960523	6.814939646
33984_at	12.8220645	12.68892104	13.09682757	13.22382851	12.94973914	12.52141319	13.42707393	12.91428041
33985_s_at	8.06128456	8.193159305	8.248522352	8.051437829	7.573802235	7.798065973	7.731353493	7.835283154
33986_r_at	7.705823169	7.612649802	8.093287652	7.21379597	6.994082281	6.630177396	6.861532201	6.630747722
33987_at	11.31261982	11.19175718	11.18114495	11.19887601	11.23164061	11.13063843	11.38174524	11.20646464
33988_at	11.79624687	11.83493355	11.49823758	11.67549062	11.981871	11.92208034	12.22442331	11.8445134
33989_f_at	11.56170493	11.52553392	11.37077334	11.5243033	12.11274534	12.12321911	11.62084233	12.13795062
33990_at	5.371224581	5.179957859	5.308835194	5.123500043	5.166305815	5.386276738	5.170004534	5.504379051
33991_g_at	4.636370344	4.657315469	4.671555006	4.73342655	4.959518521	4.855051944	4.773955887	4.774510769
33992_at	5.044360926	5.171252311	5.100521597	5.162583049	5.176313659	5.480855661	5.089822942	5.067547153
33993_at	9.74360385	9.756851694	9.744844412	9.61030657	9.824091819	9.897887924	9.572423276	9.738214672
33994_g_at	14.31302594	14.27584429	14.22309334	14.21221682	13.66347856	13.54344187	13.81903288	13.43205269
33995_at	8.58254928	8.682896964	8.616539193	8.601634607	8.769166739	8.758943992	8.605870427	8.654821208
33996_at	5.237861011	5.360765122	5.328792256	5.43433309	5.274989589	5.331256434	5.442945366	5.442666975
33997_at	4.862865785	4.911087547	4.849104392	4.660125383	4.763370352	4.858572023	4.88491124	4.855219964
33998_at	4.919478176	4.783621054	4.887776274	4.814909064	5.020551061	4.901931415	4.811512429	4.693527832
33999_f_at	5.420827345	5.304059133	5.148996439	5.418164475	5.306248323	5.329318003	5.213258336	5.35713427
340_at	5.477911402	5.544607588	5.501611477	5.457743808	5.837748383	5.769838071	5.41679448	5.749966486
34000_r_at	4.626967594	4.523926382	4.539298982	4.392970166	4.712943811	4.614448503	4.474460823	4.685500201
34001_at	5.227578108	5.32848413	5.089190801	5.269099153	5.35262765	5.578761589	5.058754842	5.37284865
34002_at	5.506661424	5.545004298	5.447224567	5.266566933	5.61253469	5.385980535	5.370736251	5.569445543
34003_at	11.11180809	11.04720178	11.37140742	11.31612925	10.75634419	10.55763873	11.2588018	10.99339165
34004_at	5.009176247	5.167455021	4.994359647	5.072742659	4.986277356	5.357500525	4.969066043	4.965059498
34005_at	7.713639376	7.914685639	7.583157731	7.802582257	7.766889803	7.898100783	7.636543772	7.85770766
34006_s_at	6.370658162	6.466041615	6.30634159	6.274459222	6.566222698	6.564636991	6.123691835	6.489412752
34007_at	4.630432194	4.680806157	4.68466216	4.777774648	4.713486223	4.780146684	4.720703351	4.755654053
34008_at	7.897241988	8.196721288	8.070493725	8.209344547	8.260228794	8.514050177	8.129065301	8.516212179
34009_at	5.926654849	5.783379532	5.906695942	6.13172964	5.998536389	6.029263558	5.929539177	6.021365941
34010_at	6.422429559	6.690060515	6.486230417	6.489124251	7.19751623	7.038345457	6.754062763	7.192017733
34011_at	6.986593461	7.189322183	6.982920766	7.191334195	7.29951891	7.179207577	6.984977593	6.955810209
34012_at	5.280957115	5.106332584	5.080203858	5.166062921	5.046673791	5.137447126	5.120230786	5.48496231
34013_f_at	5.094407923	5.0318971	5.052118758	5.115088151	5.39949557	5.517054327	5.06852404	5.225866024
34014_f_at	4.796762062	4.770654734	4.730616057	4.689680266	4.942333648	5.101918005	4.681237887	4.991067919
34015_at	4.835235726	4.900817507	4.693504169	4.837648184	5.202725755	5.05526858	4.735825196	4.960284046
34016_s_at	7.896356426	7.715244455	7.52879319	7.630370877	8.130037891	7.867259547	7.496666978	7.601711513
34017_s_at	6.569175115	6.453075186	6.301944297	6.588317167	6.916699052	7.118834356	6.335152289	6.734881455
34018_at	7.09482363	7.088160818	6.979770643	6.928193544	7.25614252	7.440946512	7.089816137	7.189414921
34019_at	6.045946575	6.029423824	6.180407558	6.535462919	6.046550648	6.260566716	5.699859532	6.417638833
34020_at	6.769159995	6.602479288	6.53453922	6.899684915	6.735796961	6.862512646	6.682279788	6.71985912
34021_at	4.779089731	4.761155719	4.639941751	4.936401275	4.872953445	4.92734424	4.665800421	4.555774343
34022_at	6.113224171	5.955266008	5.702230257	5.920143818	6.177127804	6.4144734	5.884284836	6.420022361
34023_at	4.882321157	4.983796077	4.960896845	4.992185635	5.016240001	4.960850256	5.032812734	5.032708647
34024_at	6.123197058	6.189195316	6.141929379	6.236042429	6.048197479	6.296113775	6.0707712	6.113633729
34025_at	5.016878402	5.105941438	5.075005213	4.85708561	4.887998384	5.030224153	5.222257036	5.179006053
34026_at	6.10621934	6.431471784	6.247077235	6.136183232	6.30698916	6.555660969	6.142175422	6.477948045
34027_f_at	10.3789099	10.58136524	10.35467448	9.992701704	9.953141708	10.02205727	10.1688656	9.813730799
34028_at	4.907664692	4.774633289	4.988457586	4.824801417	4.755497721	4.739208936	4.886613559	4.773267038
34029_at	5.257510651	5.117104707	5.069294809	5.061076584	5.397377686	5.489645204	5.297232963	5.15912128
34030_at	8.611266731	8.626848297	8.504635409	8.593940895	8.784133276	9.121514287	8.719508305	9.203863355
34031_i_at	8.180115765	7.622831357	7.734267202	7.30266858	6.915796403	6.291940285	7.239709072	7.087918754
34032_at	5.877331113	5.886007275	5.680973387	5.74230368	5.807146135	5.787640476	5.461478224	5.470472859
34033_s_at	4.828287882	5.063543921	4.97566298	5.109283164	5.242814489	5.237973773	5.311555832	5.3798847
34034_at	7.517681855	7.406706048	7.7449182	7.371317957	8.315916432	8.464531189	8.043352969	8.546171722
34035_at	5.240901251	5.238585464	5.152573676	5.186649761	5.099729827	5.299207581	5.227852671	5.049983881
34036_at	5.047252909	5.125071468	5.163728753	5.064354168	5.213400888	5.157546793	5.328299826	5.15984932
34037_at	5.318438497	5.27249533	5.22477076	5.170019943	5.573870601	5.326844371	5.300784355	5.295561725
34038_at	8.145388984	8.175806898	8.166410642	8.239891956	8.192056848	8.173723587	8.087225587	8.267184634
34039_at	5.030276759	5.110785958	5.059553065	5.511328242	5.213927162	5.203298527	5.091260135	5.146985107
34040_s_at	7.300573248	7.252198097	7.301335271	7.458018166	7.621779603	7.430467642	7.455915991	7.466358282
34041_at	7.912952473	8.230041856	7.87275268	7.888092234	7.950327968	8.258555507	7.874876001	8.225609855
34042_at	8.354135913	8.275146834	8.200156681	8.49220829	8.258728256	8.647858388	8.248832849	8.398596968
34043_at	5.958071132	6.095624314	5.915864298	6.133936193	6.020367161	6.294707861	5.8928166	5.889433586
34044_at	4.942943891	4.985675312	5.169254548	5.077523243	5.1190261	5.177494729	5.136796492	5.261198166
34045_at	5.253853669	5.309691302	5.167645465	5.219840856	5.522006122	5.3015963	5.616853322	5.53764478
34046_at	8.701409465	8.823952229	8.799534459	8.997727701	8.992945989	9.117179349	9.229365588	9.428499325
34047_at	8.845220878	8.843014031	8.736561334	8.699987366	8.966860421	9.269549062	8.67407299	9.266098021
34048_at	6.353956079	6.248441497	5.956288194	6.770313002	6.236557557	6.558854322	6.680071065	6.31221147
34049_at	4.648726905	4.812059372	5.017148125	4.813886746	4.935424707	5.091017057	4.650938782	5.039258484
34050_at	5.656179748	5.580691764	5.42613376	6.236347635	5.906265599	6.115470516	5.798457789	5.980529857
34051_at	5.907451091	5.78573786	5.884359039	5.80552665	6.067690437	5.811390307	5.837266665	6.118757624
34052_at	5.246582297	5.206852674	5.174989796	5.37503042	5.466163359	5.59154461	5.433886787	5.362550643
34053_at	4.851369865	4.796778595	4.82919672	5.276139611	5.089157587	4.933908222	4.866915107	4.71952528
34054_at	8.43410345	8.617792512	8.52730887	8.770692211	9.003845019	9.215789163	8.712492844	9.103113727
34055_at	5.852157684	5.703348643	5.540091935	5.880853967	6.017595103	6.544949717	5.81998454	6.533534361
34056_g_at	7.287036301	7.225159215	7.09860137	7.323867049	7.176506509	7.158050023	6.600161679	6.928278967
34057_at	5.785886285	5.769544213	5.763202276	5.889395923	5.786107771	5.873176932	5.920493535	5.843125087
34058_at	6.516302391	6.655364555	6.601177533	6.49060727	6.298691018	6.256460804	6.460011662	6.491907227
34059_at	7.14475218	7.345256575	7.547086223	7.508654985	7.63545886	7.383899309	7.168483816	7.134834054
34060_g_at	9.207260662	9.325637561	9.287757319	9.257306144	9.369949141	9.265530421	8.999256264	9.095821919
34061_at	6.499735348	6.345834719	6.58936869	6.351610362	6.706390005	6.718274295	6.601834849	6.909984227
34062_at	7.293469214	7.565371273	7.44053882	7.533396104	7.842087636	8.156896026	7.807492725	7.994916407
34063_at	7.805697336	7.786511579	7.66469158	7.692436723	7.480144794	8.049520372	7.460120236	7.712316267
34064_s_at	8.840585353	8.910171448	8.848489263	8.97760643	9.062851497	9.245498105	8.851687106	9.102721081
34065_at	7.134260193	7.208877387	7.398974644	7.617797515	7.139542654	7.122849634	6.997398322	7.148237398
34066_at	8.963874745	9.157761998	9.050053663	9.249335374	9.230209635	9.374644672	8.913167819	9.255126619
34067_at	9.22592055	9.491852037	9.263174754	9.213040413	9.560222571	9.628540674	9.588631137	9.627716849
34068_f_at	5.313536364	5.389525289	5.299018353	5.661084592	5.963270209	5.992372362	5.602255928	5.88983064
34069_s_at	8.915046402	8.992413845	8.842249709	9.071283505	9.428990418	9.656943168	8.949143684	9.76062083
34070_s_at	7.914228057	7.940234151	8.121586595	8.321898094	8.295662952	8.450723775	8.12054327	8.671004632
34071_at	9.087805458	9.144003269	8.986232498	9.235428355	9.157315655	9.323845076	8.909213494	9.183295239
34072_s_at	6.840801544	6.868296675	6.528673786	7.027722162	7.22319274	7.308371473	6.823401382	7.171064888
34073_s_at	7.081525234	7.304008661	7.112587656	7.201009084	7.425932243	7.440760959	6.944507558	7.48989859
34074_s_at	5.560354946	5.47494846	5.470926833	5.452749768	5.570221822	5.57801954	5.221274904	5.45413338
34075_at	7.381862855	7.444987553	7.378867048	7.387794428	7.978966051	7.925084705	7.374207394	7.700914821
34076_at	6.118768679	6.314854666	6.095691602	6.00583298	6.24370968	6.502166076	6.018913463	6.353079966
34077_at	9.231179699	9.180978898	9.023970504	9.14367785	9.231544155	9.553300681	9.061300011	9.474124575
34078_s_at	7.677907693	7.85469148	7.679346583	7.721601538	7.735512109	7.790790617	7.636753228	7.582660507
34079_at	9.648986472	9.586504114	9.561046684	9.661521573	9.709202241	9.553574598	9.517760023	9.638371298
34080_at	7.491243978	7.719206195	7.279325413	7.605593916	7.718222506	7.8246978	7.457164535	7.835996933
34081_at	7.198480986	7.454980774	7.143230022	7.44684989	7.109512064	7.504763203	7.060706082	7.351578535
34082_at	9.36926039	9.296282315	9.25038457	9.399234008	9.006156727	8.855147482	8.742695757	8.7943137
34083_at	7.710340672	7.736718139	7.776922219	8.198889325	7.724699446	7.705239368	7.413473824	7.918876996
34084_at	4.918081981	4.930909195	4.834587095	5.046137706	4.953068605	5.152824582	5.171941385	4.882481878
34085_at	14.25156562	14.26897944	14.29846904	14.23915322	14.34879182	14.31258557	14.48498546	14.24771887
34086_at	9.404367588	9.474856457	9.316832484	9.406410968	9.390020045	9.435105885	9.059464457	9.28408061
34087_at	5.676066827	5.568371164	5.677556156	5.841239825	5.843186858	5.860700473	5.971458658	6.087967396
34088_at	7.170428233	7.276177676	7.223509419	7.273763428	7.505158279	7.376396446	7.191061548	7.305696983
34089_at	10.08255209	10.15301919	10.04504528	10.10897438	10.26260164	10.21621039	10.22296549	10.23006241
34090_at	5.724163737	5.716911197	5.343097984	5.685706134	5.9748109	5.849763243	5.731067651	5.828066919
34091_s_at	5.013545084	5.084099257	4.836409352	4.936026276	5.088335998	4.738353441	4.784972303	5.006848414
34092_at	8.462869934	8.477338095	8.538500969	8.5600596	8.734695732	8.991712318	8.41680314	8.745444121
34093_at	7.641760863	7.749137496	7.600480906	7.652834064	7.815927062	8.338556081	7.720984853	8.001064302
34094_i_at	6.815234201	6.877718003	6.895282017	6.695221158	7.529995647	8.038601291	7.203961914	8.055560841
34095_f_at	7.833039312	7.84339338	7.745935563	8.04845366	8.247020723	8.09279446	8.007289918	8.152572445
34096_at	4.632642972	4.546029172	4.516107646	4.750429811	4.547212642	4.61811502	4.720834169	4.536493753
34097_at	4.904920831	4.946041422	4.890918133	4.826413011	4.790450494	4.729646588	4.710477607	4.851055253
34098_f_at	5.601673142	5.860492145	5.623204188	6.258899515	6.245754754	7.285308143	5.962182007	7.168715614
34099_f_at	6.846805447	7.002852787	7.388650408	7.404474457	6.336319269	6.263245426	6.961364395	6.568297333
341_at	8.228423588	8.298697334	8.202710016	8.230170715	8.324138699	8.610138393	8.184068789	8.800509053
34100_at	4.936335068	4.55636227	4.60977818	4.780018948	4.84027408	5.07580018	4.65026516	4.612796532
34101_at	6.354376441	6.340747687	6.268304482	5.926803675	6.547440894	6.238584146	6.349710857	6.72612678
34102_at	7.543168754	7.692204624	7.472370468	7.990670596	8.025151568	8.255840644	7.873102777	8.229192225
34103_at	4.680508208	4.754909824	4.509261535	4.801700845	4.602401016	4.707192336	4.749288689	4.854772417
34104_i_at	9.665670603	9.895491424	9.723490582	9.734104253	10.17091137	10.30406605	9.698713649	10.22305086
34105_f_at	7.762961546	7.998204645	7.916244999	7.878969331	7.993232296	8.324285769	7.912230997	8.334595683
34106_at	7.009455336	7.060313166	7.058397732	6.92933478	7.30094622	7.409731794	6.560247503	7.363894308
34107_at	5.300891372	4.937625144	5.17844405	4.837075994	5.355091964	5.442037745	5.61423621	5.458752596
34108_g_at	8.296948226	8.230091895	8.136607395	8.283385127	8.134200725	8.394509422	7.766041776	8.223772149
34109_at	6.7805194	7.134726478	6.766229647	7.169707108	7.067613836	7.621479652	7.106951657	7.731404967
34110_g_at	9.342263623	9.589423827	9.423773331	9.615702676	9.634455707	9.826104038	9.529605954	9.869038723
34111_s_at	4.877390909	5.042734327	4.969114804	5.019607109	5.29988126	5.141134231	5.124085123	5.205117695
34112_r_at	7.563701531	7.4673782	7.195214819	7.245182418	6.753602103	6.475468351	6.657458185	6.680897775
34113_at	4.50635865	4.599295402	4.566541788	4.533889867	4.560276436	4.64309722	4.682338932	4.585911269
34114_at	4.938760989	5.233910176	4.964395775	5.091530895	5.03086842	5.010105935	4.827404777	4.860070651
34115_at	4.843402361	4.898883029	4.857050462	4.816397903	4.91091951	4.628328316	4.685468237	4.747745252
34116_at	6.607896486	6.687939358	6.64870518	6.903016274	6.875427078	6.743290519	6.698446606	6.652787528
34117_at	5.611285795	5.537869978	5.425839596	5.765248496	5.848173899	6.021921441	5.967829569	5.792759151
34118_at	5.284895927	5.142535491	5.043367608	5.208237464	5.220011105	5.480155382	5.18274466	5.421978028
34119_at	6.667496338	6.600075589	6.666276241	6.89782313	7.56554304	7.434409948	7.168457142	7.622815673
34120_r_at	4.708192116	4.619324311	4.500934602	4.276435294	4.576115795	4.623984583	4.585054039	4.560560472
34121_at	6.367445311	6.303749819	6.24698056	6.302345851	6.394577078	6.486416087	6.284827681	6.329590306
34122_at	8.078587512	8.289926889	7.959713058	8.092693226	8.1684455	8.021742902	7.880005457	8.053799884
34123_at	4.543174518	4.478128831	4.603066766	4.457938594	4.779569949	4.631485016	4.595066908	4.599940179
34124_at	5.494750128	5.521477538	5.568967293	5.255389322	5.581654641	5.580504466	5.348142487	5.43420374
34125_at	5.282176575	5.172956975	5.141850128	5.403111871	5.300647801	5.329529963	5.366135655	5.260783849
34126_at	6.989006317	6.984342818	7.005517696	7.235440881	7.192237723	7.019972536	6.914446522	7.244279793
34127_at	6.49861498	6.677981099	6.521689231	6.617946091	6.668227233	6.844508686	6.430611143	6.757153389
34128_at	8.125686379	8.162203143	8.057284268	8.092493609	8.204804593	8.327198805	8.200527501	8.15286046
34129_at	4.917928618	4.805582614	4.97895207	4.784796408	4.987914122	4.981468683	4.913301445	4.847167245
34130_at	7.436719352	7.225463511	7.048674678	7.342927217	7.346040892	7.289313875	7.298253525	7.501510706
34131_at	7.766906607	7.927884067	7.685347135	7.629426865	7.940547374	7.868536205	7.674501458	7.923534017
34132_at	4.74857346	4.695084108	4.803131807	4.562316937	4.964831883	4.733898757	4.736382114	4.988284421
34133_at	5.186395911	5.233972796	5.392285922	5.559133965	5.152038943	4.989812756	5.312248692	5.129396447
34134_at	7.142951289	7.210396937	7.044449416	6.998951544	7.6263941	7.450859017	7.257470732	7.234418537
34135_at	5.55580423	5.749037474	5.635304287	5.912611017	5.749146886	5.773063841	5.619556804	5.60351527
34136_s_at	4.782574218	5.143725437	4.741286876	5.064427864	4.99260078	5.218505029	5.191146889	5.079255206
34137_at	5.147405847	5.445029981	5.273793494	5.394872663	5.798849815	5.360635458	5.843535673	5.497394095
34138_at	5.722754518	5.612784684	5.623579366	6.022783842	5.920488462	6.11388719	5.702052333	5.991953596
34139_at	8.599199468	8.732576826	8.699326826	8.811410289	8.786877277	8.951313015	8.98024584	9.019362184
34140_at	4.998598128	4.960942009	4.940879694	4.830280244	4.646694677	4.780128761	4.903326403	4.798188149
34141_at	5.756414562	5.65304455	5.585312932	5.695452393	5.76203923	5.941576443	5.588893974	5.882815211
