hmdb,name,conc,biotype,pubmed,references,notes,conc_unit
HMDB0000228,Phenol,5.6 - 7.0 - 9.2,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000228,Phenol,0.6 - 4.8 - 12.8,urine,24023812,,Both,umol/mmol creatinine
HMDB0000228,Phenol,4.25 - 6.38 - 8.51,blood,22626821; 19309105; 8087979; 24023812,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.; Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,uM
HMDB0000230,N-Acetylneuraminic acid,1.0 - 2.0 - 3.0,blood,16624269,,Not Specified,uM
HMDB0000230,N-Acetylneuraminic acid,0 - 0.57 - 1.83,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000230,N-Acetylneuraminic acid,4.8 - 11.9 - 19.0, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000230,N-Acetylneuraminic acid,7.02 - 8.6 - 10.18,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000230,N-Acetylneuraminic acid,2.5 - 5.4 - 8.6,urine,24023812,,Both,umol/mmol creatinine
HMDB0000230,N-Acetylneuraminic acid,1.7 - 12.5 - 23.3,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Both,uM
HMDB0000230,N-Acetylneuraminic acid,4.7 - 15.9 - 27.1,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000230,N-Acetylneuraminic acid,5.0 - 17.1 - 29.2,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Both,uM
HMDB0000230,N-Acetylneuraminic acid,6.5 - 41.1 - 75.7,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Male,uM
HMDB0000232,Quinolinic acid,0 - 0.67 - 2.01,urine,2026685,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,10.4 - 44.8 - 115.3,urine,8087979,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,0.1 - 13.2 - 54.5,urine,8087979,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,4.8 - 10.5 - 26.2,urine,8087979,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,4.3 - 7.7 - 13.7,urine,8087979,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,2.4 - 7.3 - 13.2,urine,8087979,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,0.012 - 0.018 - 0.024, csf,15206793,,Both,uM
HMDB0000232,Quinolinic acid,0.021 - 0.023 - 0.025, csf,1422788,,Not Specified,uM
HMDB0000232,Quinolinic acid,0.018 - 0.02 - 0.022, csf,8583213,,Not Specified,uM
HMDB0000232,Quinolinic acid,0.0199 - 0.022 - 0.0241, csf,9657528,,Not Specified,uM
HMDB0000232,Quinolinic acid,0.05 - 0.07 - 0.1, csf,11865422,,Not Specified,uM
HMDB0000232,Quinolinic acid,0.012 - 0.018 - 0.024, csf,15206793,,Not Specified,uM
HMDB0000232,Quinolinic acid,0.05 - 0.07 - 0.1, csf,11865422,,Both,uM
HMDB0000232,Quinolinic acid,0.423 - 0.47 - 0.517,blood,15206793,,Both,uM
HMDB0000232,Quinolinic acid,1.4 - 2.5 - 3.6,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner.; West Cadwell, N.J. : Medical education Div., Ciba-Geigy Corp.; Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,0.9 - 3.9 - 15.1,urine,24023812,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,1.0 - 5.2 - 17.5,urine,24023812,,Both,umol/mmol creatinine
HMDB0000232,Quinolinic acid,1.506 - 3.307 - 5.108,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0000234,Testosterone,0.88 - 1.07 - 1.26,urine,16886650; 9812172,"Kushnir MM, Rockwood AL, Roberts WL, Pattison EG, Bunker AM, Fitzgerald RL, Meikle AW. Performance characteristics of a novel tandem mass spectrometry assay for serum testosterone. Clin Chem. 2006 Jan;52(1):120-8. ; Mayo Medical Laboratories 2005 Test Catalog.",Both,umol/mmol creatinine
HMDB0000234,Testosterone,0.00108 - 0.0012 - 0.00133,saliva,954994,,Male,uM
HMDB0000234,Testosterone,0.00059 - 0.000677 - 0.000764,saliva,954994,,Female,uM
HMDB0000234,Testosterone,0.00053 - 0.00065 - 0.00077, csf,10625505,,Male,uM
HMDB0000234,Testosterone,2.0e-05 - 0.00101 - 0.002, csf,1620285,,Not Specified,uM
HMDB0000234,Testosterone,0.00083 - 0.00125 - 0.00167,blood,17186999,,Female,uM
HMDB0000234,Testosterone,0.0083 - 0.013 - 0.0286,blood,18716488,,Male,uM
HMDB0000234,Testosterone,0.008 - 0.0094 - 0.0108,blood,10625505,,Male,uM
HMDB0000234,Testosterone,0.00023 - 0.00034 - 0.00045,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.00029 - 0.00042 - 0.00055,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.00019 - 0.00033 - 0.00047,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.00016 - 0.00031 - 0.00046,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.00014 - 0.00027 - 0.0004,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.00015 - 0.00028 - 0.00041,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,4.1e-05 - 7.7e-05 - 0.000113,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,3.3e-05 - 6.9e-05 - 0.000105,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.00021 - 0.00037 - 0.00053,saliva,24033227,,Both,uM
HMDB0000234,Testosterone,0.0002 - 0.00035 - 0.0005,saliva,24033227,,Both,uM
HMDB0000235,Thiamine,0.078 - 0.096 - 0.114,blood,11684545,,Not Specified,uM
HMDB0000235,Thiamine,0.0867 - 0.141 - 0.1953, csf,1538220,,Both,uM
HMDB0000235,Thiamine,0.005 - 0.006 - 0.007, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000235,Thiamine,0.04595 - 0.0487 - 0.05145, csf,182198,,Not Specified,uM
HMDB0000235,Thiamine,0.14 - 0.34 - 0.79,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000235,Thiamine,0.06 - 0.16 - 0.41,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000235,Thiamine,0.094 - 0.12 - 0.28,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Female,uM
HMDB0000235,Thiamine,0.03 - 0.12 - 0.21,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000235,Thiamine,0.01 - 0.02 - 0.03,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000235,Thiamine,0.2 - 0.22 - 0.6,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000235,Thiamine,0.241 - 0.247 - 0.253,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0000235,Thiamine,0.0092 - 0.0283 - 0.0474,urine,20502474,,Both,umol/mmol creatinine
HMDB0000235,Thiamine,0.0256 - 0.0511 - 0.0766,urine,20576202,,Both,umol/mmol creatinine
HMDB0000237,Propionic acid,5920.0 - 6420.0 - 6920.0,saliva,12097436,,Both,uM
HMDB0000237,Propionic acid,0 - 2.8 - 6.0, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000237,Propionic acid,0.4 - 1.6 - 2.8,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000237,Propionic acid,0 - 0.9 - 2.1,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000237,Propionic acid,0.2 - 2.96 - 5.72,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000237,Propionic acid,11.4 - 14.0 - 18.3,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000237,Propionic acid,322.42 - 1412.24 - 2502.06,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0000237,Propionic acid,1.0 - 38.0 - 264.0,saliva,19259987,,Male,uM
HMDB0000237,Propionic acid,9.0 - 70.0 - 1113.0,saliva,19259987,,Male,uM
HMDB0000237,Propionic acid,0 - 76.0 - 632.0,saliva,19259987,,Male,uM
HMDB0000237,Propionic acid,0 - 13.0 - 140.0,saliva,19259987,,Female,uM
HMDB0000237,Propionic acid,0 - 1180.0 - 2450.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,0 - 335.0 - 4765.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,0 - 2870.0 - 6960.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,0 - 1790.0 - 4360.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,0 - 1380.0 - 3200.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,0 - 1720.0 - 3740.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,0 - 1590.0 - 4020.0,saliva,24246267,,Both,uM
HMDB0000237,Propionic acid,6660.0 - 11400.0 - 16140.0,feces,23997757,,Female,nmol/g of feces
HMDB0000237,Propionic acid,0 - 2.999 - 6.684,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0000238,Sepiapterin,0 - 0.0005 - 0.001, csf,11855937,,Both,uM
HMDB0000239,Pyridoxine,0.007 - 0.025 - 0.06,blood,16690736,,Both,uM
HMDB0000239,Pyridoxine,1.371 - 5.526 - 9.681,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0000240,Sulfite,0.75 - 1.23 - 1.71,blood,14752280,,Both,uM
HMDB0000241,Protoporphyrin IX,0.48 - 0.66 - 0.84,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Female,uM
HMDB0000241,Protoporphyrin IX,0.4 - 0.53 - 0.66,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Male,uM
HMDB0000241,Protoporphyrin IX,0.52 - 1.09 - 1.66,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000243,Pyruvic acid,0 - 1.7985 - 3.597,urine,12234818,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,98.0 - 115.0 - 132.0, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000243,Pyruvic acid,107.0 - 136.0 - 165.0, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000243,Pyruvic acid,10.0 - 75.5 - 141.0,blood,7819686,,Not Specified,uM
HMDB0000243,Pyruvic acid,100.0 - 5350.0 - 10600.0,saliva,12097436,,Both,uM
HMDB0000243,Pyruvic acid,27.0 - 77.0 - 127.0,cellular cytoplasm,15882454,,Both,uM
HMDB0000243,Pyruvic acid,350.0 - 360.0 - 370.0,cellular cytoplasm,8579834,,Both,uM
HMDB0000243,Pyruvic acid,22.0 - 64.0 - 258.0,blood,688619,,Both,uM
HMDB0000243,Pyruvic acid,121.0 - 153.0 - 185.0, csf,15627241,,Both,uM
HMDB0000243,Pyruvic acid,8.8 - 21.2 - 59.3,urine,8087979,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,12.9 - 28.6 - 43.0,urine,8087979,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,5.3 - 12.4 - 22.1,urine,8087979,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,4.7 - 10.2 - 40.5,urine,8087979,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,40.0 - 71.0 - 102.0, csf,8412012,,Not Specified,uM
HMDB0000243,Pyruvic acid,47.0 - 81.0 - 115.0,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000243,Pyruvic acid,66.0 - 76.0 - 86.0,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000243,Pyruvic acid,38.0 - 63.0 - 88.0,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000243,Pyruvic acid,11.0 - 53.0 - 95.0, csf,18502700,,Both,uM
HMDB0000243,Pyruvic acid,0.45 - 9.79 - 19.13,urine,2026685,,Not Specified,umol/mmol creatinine
HMDB0000243,Pyruvic acid,28.0 - 64.0 - 145.0,blood,688619,,Male,uM
HMDB0000243,Pyruvic acid,29.0 - 64.0 - 144.0,blood,688619,,Female,uM
HMDB0000243,Pyruvic acid,27.0 - 67.0 - 164.0,blood,688619,,Both,uM
HMDB0000243,Pyruvic acid,29.0 - 64.0 - 144.0,blood,688619,,Both,uM
HMDB0000243,Pyruvic acid,34.0 - 66.0 - 117.0,blood,688619,,Both,uM
HMDB0000243,Pyruvic acid,2.84 - 4.21 - 5.58,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,0.54 - 2.13 - 8.67,urine,9869358,,Male,umol/mmol creatinine
HMDB0000243,Pyruvic acid,0.62 - 1.68 - 3.3,urine,9869358,,Female,umol/mmol creatinine
HMDB0000243,Pyruvic acid,9.3 - 34.5 - 59.7,blood,21359215,,Both,uM
HMDB0000243,Pyruvic acid,2.6 - 5.4 - 7.9,urine,2702744,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,0.8 - 2.7 - 6.4,urine,24023812,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,1.0 - 2.1 - 3.7,urine,24023812,,Both,umol/mmol creatinine
HMDB0000243,Pyruvic acid,0 - 85.38 - 180.16,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0000243,Pyruvic acid,0 - 9.0 - 78.0,saliva,19259987,,Male,uM
HMDB0000243,Pyruvic acid,0 - 32.0 - 849.0,saliva,19259987,,Male,uM
HMDB0000243,Pyruvic acid,9.0 - 36.0 - 395.0,saliva,19259987,,Male,uM
HMDB0000243,Pyruvic acid,7.0 - 15.0 - 91.0,saliva,19259987,,Female,uM
HMDB0000243,Pyruvic acid,42.93 - 107.45 - 171.97,saliva,23857558,,Female,uM
HMDB0000243,Pyruvic acid,0 - 16.0 - 34.3,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Male,uM
HMDB0000243,Pyruvic acid,0 - 43.3 - 108.4,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000243,Pyruvic acid,15.4 - 62.5 - 109.6,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000243,Pyruvic acid,0 - 68.6 - 137.7,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000243,Pyruvic acid,0 - 350.0 - 1090.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,0 - 2310.0 - 5780.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,0 - 1830.0 - 4790.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,0 - 470.0 - 1080.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,0 - 410.0 - 1410.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,0 - 290.0 - 910.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,0 - 200.0 - 530.0,saliva,24246267,,Both,uM
HMDB0000243,Pyruvic acid,2.4 - 5.7 - 9.0,breast milk,24027187,,Female,uM
HMDB0000243,Pyruvic acid,3.645 - 8.349 - 13.053,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0000243,Pyruvic acid,36.257 - 51.865 - 67.473,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0000243,Pyruvic acid,16.0 - 27.0 - 38.0, csf,11893004,,Not Specified,uM
HMDB0000244,Riboflavin,0.3 - 0.35 - 0.4, csf,182198,,Not Specified,uM
HMDB0000244,Riboflavin,0.361 - 0.845 - 1.77,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000244,Riboflavin,0.15 - 0.385 - 0.96,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000244,Riboflavin,0.265 - 0.53 - 1.3,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Female,uM
HMDB0000244,Riboflavin,0.1 - 0.18 - 0.26,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000244,Riboflavin,0 - 0.24 - 0.48,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992",Both,umol/mmol creatinine
HMDB0000244,Riboflavin,0.03 - 0.04 - 0.05,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992",Both,umol/mmol creatinine
HMDB0000244,Riboflavin,0.0054 - 0.015 - 0.028,blood,12194936,,Both,uM
HMDB0000244,Riboflavin,0.01 - 0.058 - 0.106,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0000244,Riboflavin,0.421 - 0.578 - 0.735,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000244,Riboflavin,0.421 - 0.578 - 0.735,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Not Specified,uM
HMDB0000244,Riboflavin,0.53 - 0.71 - 0.89,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000244,Riboflavin,0.532 - 0.754 - 0.976,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Not Specified,uM
HMDB0000244,Riboflavin,0.505 - 0.88 - 1.255,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0000244,Riboflavin,0.0054 - 0.0193 - 0.0332,urine,20576202,,Both,umol/mmol creatinine
HMDB0000244,Riboflavin,0.0047 - 0.0255 - 0.0463,urine,20502474,,Both,umol/mmol creatinine
HMDB0000245,Porphobilinogen,0.18 - 0.31 - 0.44,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner.; West Cadwell, N.J. : Medical education Div., Ciba-Geigy Corp.; Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000245,Porphobilinogen,0.15 - 0.29 - 0.43,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner.; West Cadwell, N.J. : Medical education Div., Ciba-Geigy Corp.; Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000245,Porphobilinogen,0 - 0.06 - 0.12,blood,16497943,,Both,uM
HMDB0000247,Sorbitol,13.7 - 15.6 - 17.5, csf,10840171,,Both,uM
HMDB0000247,Sorbitol,12.6 - 17.2 - 21.8, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000247,Sorbitol,0.72 - 1.09 - 1.46,blood,7710082,,Both,uM
HMDB0000247,Sorbitol,9.49 - 13.0 - 16.5, csf,7710082,,Both,uM
HMDB0000247,Sorbitol,13.78 - 19.43 - 25.08, csf,8595727,,Not Specified,uM
HMDB0000247,Sorbitol,4.0 - 13.0 - 24.0,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0000247,Sorbitol,13.8 - 19.4 - 25.0, csf,8595727,,Both,uM
HMDB0000247,Sorbitol,1.26 - 3.5 - 5.74,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0000247,Sorbitol,0 - 9.74 - 20.1,urine,2026685,,Both,umol/mmol creatinine
HMDB0000247,Sorbitol,1.9 - 3.9 - 5.1,urine,24023812,,Both,umol/mmol creatinine
HMDB0000247,Sorbitol,2.5 - 9.9 - 18.7,urine,24023812,,Both,umol/mmol creatinine
HMDB0000247,Sorbitol,0 - 196.17 - 542.38,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0000247,Sorbitol,7.259 - 46.064 - 84.869,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0000248,Thyroxine,1.08e-05 - 1.44e-05 - 1.8e-05,blood,10197568,,Female,uM
HMDB0000248,Thyroxine,1.0e-05 - 2.0e-05 - 3.0e-05,blood,,"Wu AHB. Tietz clinical guide to laboratory tests. 4th ed. St. Louis: Saunders/Elsevier, 2006.",Both,uM
HMDB0000248,Thyroxine,6.4e-06 - 1.6e-05 - 6.4e-05,blood,17936741,,Both,uM
HMDB0000248,Thyroxine,0.00017 - 0.00032 - 0.00047,urine,18238748,,Both,umol/mmol creatinine
HMDB0000248,Thyroxine,0.1139 - 0.12 - 0.1261,blood,10731506,,Both,uM
HMDB0000250,Pyrophosphate,0.64 - 1.8 - 2.96,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 79-81. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
